idExpediente,strCodExpedienteExt,strCodExpediente,idOrganizacionPolitica,strOrganizacionPolitica,strDepartamento,strProvincia,strDistrito,strEstadoExped,strTipoEleccion,idJuradoElectoral,strJuradoElectoral,idTipoExpediente,strTipoExpediente,idMateria,strMateria,ID
141506,SEPEG.2021004036,2021.11226.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,ANDOAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141453,SEPEG.2021003983,2021.11191.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,LAGUNAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141446,SEPEG.2021003976,2021.11184.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141436,SEPEG.2021003966,2021.11174.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141362,SEPEG.2021003894,2021.11100.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141365,SEPEG.2021003896,2021.11103.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141202,SEPEG.2021003735,2021.10940.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141616,SEPEG.2021004146,2021.11336.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,IQUITOS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141282,SEPEG.2021003814,2021.11020.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141445,SEPEG.2021003975,2021.11183.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141704,SEPEG.2021004234,2021.11420.EGN.LAMB.NEL.MSF.00,1366,FUERZA POPULAR,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1595,LAMBAYEQUE,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LAM
141591,SEPEG.2021004121,2021.11311.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
142212,SEPEG.2021004719,SEPEG.2021004221APL.01,1366,FUERZA POPULAR,CAJAMARCA,SAN IGNACIO,LA COIPA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1594,JAEN,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-CAJ
140872,SEPEG.2021003412,2021.10621.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,AYACUCHO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140745,SEPEG.2021003286,2021.10495.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,OCROS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
141048,SEPEG.2021003586,2021.10787.EGN.BAGU.NEL.MSF.00,1366,FUERZA POPULAR,AMAZONAS,BAGUA,IMAZA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1571,BAGUA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AMA
141895,SEPEG.2021004421,SEPEG.2021003055APL.01,1366,FUERZA POPULAR,TACNA,TACNA,POCOLLAY,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1622,TACNA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-TAC
142228,SEPEG.2021004735,SEPEG.2021004434QDA.01,1366,FUERZA POPULAR,PUNO,PUNO,ATUNCOLLA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1,JURADO NACIONAL DE ELECCIONES,15,NULIDAD ELECTORAL,18,QUEJA POR DENEGATORIA DE APELACIÓN,PE-PUN
141945,SEPEG.2021004471,SEPEG.2021003216APL.01,1366,FUERZA POPULAR,CUSCO,CANCHIS,SICUANI,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1574,CANCHIS,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-CUS
141572,SEPEG.2021004102,2021.11292.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
140608,SEPEG.2021003149,2021.10358.EGN.HNCO.NEL.MSF.00,1366,FUERZA POPULAR,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1588,HUANUCO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUC
140507,SEPEG.2021003050,2021.10259.EGN.CHTA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,ANGUIA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
140574,SEPEG.2021003117,2021.10326.GEN.TBPT.NEL.MSF.00,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-MDD
141941,SEPEG.2021004467,SEPEG.2021003464APL.01,1366,FUERZA POPULAR,CUSCO,CANAS,KUNTURKANKI,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1574,CANCHIS,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-CUS
140843,SEPEG.2021003383,2021.10592.GEN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,SOCOS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
141936,SEPEG.2021004462,SEPEG.2021003144APL.01,1366,FUERZA POPULAR,TACNA,TACNA,ALTO DE LA ALIANZA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1622,TACNA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-TAC
140995,SEPEG.2021003535,2021.10743.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,TAYACAJA,SALCABAMBA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
140674,SEPEG.2021003215,2021.10424.EGN.CSCO.NEL.MSF.00,1366,FUERZA POPULAR,CUSCO,QUISPICANCHI,CCATCA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1583,CUSCO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CUS
140473,SEPEG.2021003016,2021.10225.GEN.SROM.NEL.MSF.00,1366,FUERZA POPULAR,PUNO,HUANCANE,VILQUE CHICO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1618,SAN ROMAN,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-PUN
140451,SEPEG.2021002994,2021.10203.EGN.CHTA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,ANGUIA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
140540,SEPEG.2021003083,2021.10292.EGN.TBPT.NEL.MSF.00,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-MDD
140211,SEPEG.2021002759,2021.09968.EGN.AQP1.NEL.MSF.00,1366,FUERZA POPULAR,AREQUIPA,AREQUIPA,MIRAFLORES,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1569,AREQUIPA 1,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-ARE
141028,SEPEG.2021003567,2021.10767.EGN.BAGU.NEL.MSF.00,1366,FUERZA POPULAR,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1571,BAGUA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AMA
140951,SEPEG.2021003491,2021.10699.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,ANGARAES,ANCHONGA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
140930,SEPEG.2021003470,2021.10679.GEN.CNCH.NEL.MSF.00,1366,FUERZA POPULAR,CUSCO,PARURO,OMACHA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1583,CUSCO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CUS
140881,SEPEG.2021003421,2021.10630.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,TAMBILLO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
141716,SEPEG.2021004246,2021.11432.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
140795,SEPEG.2021003335,2021.10544.GEN.ABAN.NEL.MSF.00,1366,FUERZA POPULAR,APURIMAC,GRAU,CURASCO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1566,ABANCAY,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-APU
140758,SEPEG.2021003298,2021.10507.GEN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUANTA,UCHURACCAY,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140645,SEPEG.2021003186,2021.10395.EGN.AQP2.NEL.MSF.00,1366,FUERZA POPULAR,AREQUIPA,CAMANA,MARISCAL CACERES,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1570,AREQUIPA 2,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-ARE
140332,SEPEG.2021002877,2021.10085.EGN.CHTA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,TACABAMBA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
140646,SEPEG.2021003187,2021.10396.GEN.LPRA.NEL.MSF.00,1366,FUERZA POPULAR,HUANUCO,PUERTO INCA,PUERTO INCA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1596,LEONCIO PRADO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUC
140477,SEPEG.2021003020,2021.10229.EGN.CAJA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CELENDIN,CELENDIN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1572,CAJAMARCA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
140924,SEPEG.2021003464,2021.10673.EGN.CNCH.NEL.MSF.00,1366,FUERZA POPULAR,CUSCO,CANAS,KUNTURKANKI,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1574,CANCHIS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CUS
140634,SEPEG.2021003175,2021.10384.GEN.LUCA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,PARINACOCHAS,PUYUSCA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1609,LUCANAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
141598,SEPEG.2021004128,2021.11318.EGN.CHTA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
140629,SEPEG.2021003170,2021.10379.EGN.LUCA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1609,LUCANAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140288,SEPEG.2021002834,2021.10042.EGN.PASC.NEL.MSF.00,1366,FUERZA POPULAR,PASCO,OXAPAMPA,CONSTITUCION,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1614,PASCO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-PAS
142243,SEPEG.2021004748,SEPEG.2021003103APL.01,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-MDD
141921,SEPEG.2021004447,SEPEG.2021003309APL.01,1366,FUERZA POPULAR,HUANUCO,PACHITEA,PANAO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1588,HUANUCO,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUC
141839,SEPEG.2021004369,SEPEG.2021003190APL.01,1366,FUERZA POPULAR,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1588,HUANUCO,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUC
140898,SEPEG.2021003438,2021.10647.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,LA MAR,SAN MIGUEL,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140417,SEPEG.2021002961,2021.10169.EGN.LIN2.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LIMA,LIMA,COMAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1602,LIMA NORTE 2,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LIM
140249,SEPEG.2021002795,2021.10003.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
142274,SEPEG.2021004778,SEPEG.2021003488APL.01,1366,FUERZA POPULAR,HUANCAVELICA,TAYACAJA,ACOSTAMBO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
141823,SEPEG.2021004353,SEPEG.2021002820APL.01,1366,FUERZA POPULAR,ANCASH,POMABAMBA,POMABAMBA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1590,HUARI,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-ANC
140778,SEPEG.2021003318,2021.10527.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,SOCOS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140691,SEPEG.2021003232,2021.10441.EGN.CSCO.NEL.MSF.00,1366,FUERZA POPULAR,CUSCO,QUISPICANCHI,QUIQUIJANA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1583,CUSCO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CUS
140630,SEPEG.2021003171,2021.10380.EGN.HNCO.NEL.MSF.00,1366,FUERZA POPULAR,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1588,HUANUCO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUC
142162,SEPEG.2021004674,SEPEG.2021002763APL.01,1366,FUERZA POPULAR,AREQUIPA,AREQUIPA,TIABAYA,EN TRÁMITE,SEGUNDA VUELTA PRESIDENCIAL,1570,AREQUIPA 2,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-ARE
141909,SEPEG.2021004435,SEPEG.2021003182APL.01,1366,FUERZA POPULAR,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1622,TACNA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-TAC
140802,SEPEG.2021003342,2021.10551.GEN.ABAN.NEL.MSF.00,1366,FUERZA POPULAR,APURIMAC,CHINCHEROS,ONGOY,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1568,ANDAHUAYLAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-APU
142385,SEPEG.2021004886,SEPEG.2021002792APL.01,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,ACOBAMBA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
142245,SEPEG.2021004750,SEPEG.2021003052APL.01,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-MDD
142217,SEPEG.2021004724,SEPEG.2021004226APL.01,1366,FUERZA POPULAR,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1571,BAGUA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-AMA
142205,SEPEG.2021004712,SEPEG.2021003122APL.01,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,INAMBARI,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-MDD
142161,SEPEG.2021004673,SEPEG.2021004350QDA.01,1366,FUERZA POPULAR,ANCASH,HUARAZ,HUARAZ,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1,JURADO NACIONAL DE ELECCIONES,15,NULIDAD ELECTORAL,18,QUEJA POR DENEGATORIA DE APELACIÓN,PE-ANC
140886,SEPEG.2021003426,2021.10635.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140842,SEPEG.2021003382,2021.10591.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,AYACUCHO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
142345,SEPEG.2021004847,SEPEG.2021004548QDA.01,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,LAJAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,18,QUEJA POR DENEGATORIA DE APELACIÓN,PE-CAJ
142297,SEPEG.2021004801,SEPEG.2021004216APL.01,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,JEBEROS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-LOR
141038,SEPEG.2021003576,2021.10777.EGN.BAGU.NEL.MSF.00,1366,FUERZA POPULAR,AMAZONAS,BAGUA,IMAZA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1571,BAGUA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AMA
142082,SEPEG.2021004600,SEPEG.2021003361APL.01,1366,FUERZA POPULAR,APURIMAC,ANDAHUAYLAS,ANDARAPA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1568,ANDAHUAYLAS,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-APU
142018,SEPEG.2021004542,SEPEG.2021002991APL.01,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,CONCHAN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-CAJ
